Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp
La Estrella | Panamá,@EstrellaOnline,,2,5,4,1 mil,https://twitter.com/EstrellaOnline/status/1788245678063292668,https://twitter.com/EstrellaOnline,"La empresa First Quantum Minerals Ltd., propietaria de la mina de Cobre Panamá, se encuentra en la búsqueda de una solución al conflicto que ha provocado el cierre de la mina.",8 may.,2024-05-08T16:32:48.000Z
ZOILA CORREA,@ZOILACORREA2,"https://pbs.twimg.com/media/GNEAsmSXEAAaMNP?format=jpg&name=small, https://pbs.twimg.com/media/GNEAsmSXEAAaMNP?format=jpg&name=small",,2,,43,https://twitter.com/ZOILACORREA2/status/1788384235293749378,https://twitter.com/ZOILACORREA2,"Bueno viene la segunda parte de #NoALaMineria, porque el señor Presidente electo ya lo dijo la mina va abrir",8 may.,2024-05-09T01:43:22.000Z
Jammies Jons,@JammiesJonsDice,https://pbs.twimg.com/tweet_video_thumb/GM8ap5oXkAEjF0a.jpg,,,,14,https://twitter.com/JammiesJonsDice/status/1787676891115139399,https://twitter.com/JammiesJonsDice,"Vendrá la ley anti-Protesta.
Llorar y quejarnos no está permitido...
#LeyChorizo 2.0.

Esta vez será por la vía correcta, 1 ley separaada q modifica el CódPenal y no metida en 1 paquete de leyes con temas diferentes q fue loq provocó su inconstitucionalidad.

Luego, ABRIR LA MINA",6 may.,2024-05-07T02:52:38.000Z
C.U.C.O. Panamá,@CUCOPanama,,,1,,19,https://twitter.com/CUCOPanama/status/1787246330068308361,https://twitter.com/CUCOPanama,Ursula ese man nada más trabajó para sus proyectos con la mina. Total farsante y debe ser investigado,5 may.,2024-05-05T22:21:45.000Z
María Urriola,@mcuesoka06,,3,15,,824,https://twitter.com/mcuesoka06/status/1788791996955447301,https://twitter.com/mcuesoka06,"Ud es un hombre de mucha agudeza mental, admiro su inteligencia y es correcto su planteamiento. Nuestro Presidente en adelante con respecto a este tema no debe dar espacio a la duda. Esta mañana en la radio fue claro diciendo es una apertura para el cierre definitivo de la mina.",9 may.,2024-05-10T04:43:40.000Z
Carlos Hurtado,@cghb1977,,,,,27,https://twitter.com/cghb1977/status/1788273268048244818,https://twitter.com/cghb1977,"No van a protestar, ellos quieren la mina",8 may.,2024-05-08T18:22:26.000Z
Gloria Ma. Navarrete,@GM_Navarrete,,1,25,5,4 mil,https://twitter.com/GM_Navarrete/status/1787305560888553734,https://twitter.com/GM_Navarrete,"Así es, o lo apoyamos o nos caeremos todos un agujero profundo.

Aplaudiremos lo bueno y señalaremos lo malo para que corrija el rumbo como lo hicimos con la mina con civismo y sin cierre de calles.",5 may.,2024-05-06T02:17:06.000Z
Ivan Montalvo,@IvanMontalvo52,,1,1,1,208,https://twitter.com/IvanMontalvo52/status/1788376874306912740,https://twitter.com/IvanMontalvo52,Para nada. Eso sería una burla a el pueblo que lucho por el cierre de esa Mina.,8 may.,2024-05-09T01:14:07.000Z
Mauro Rosero,@mrosero,,,,,3,https://twitter.com/mrosero/status/1788129905693118486,https://twitter.com/mrosero,Decían que eran mis teorías conspirativas. Pues allí está. Siempre dije que está campaña la financiaba la mina.,8 may.,2024-05-08T08:52:46.000Z
Tamara De Leon,@TamaraDeLeonPTY,,,2,,98,https://twitter.com/TamaraDeLeonPTY/status/1789168894789218704,https://twitter.com/TamaraDeLeonPTY,"La mina de cielo abierto en un territorio tan pequeño como Panamá no nos conviene por muchas razones, debemos informarnos bien para entenderlos.   Además, si está mal  establecida por inconstitucional tampoco es correcto, el precedente es nefasto.",11 may.,2024-05-11T05:41:20.000Z
